"name","version","authors","licenses","license_links","approved","summary","description","homepage","install_path","package_manager","groups"
cssesc,0.1.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",http://mths.be/cssesc,,Yarn,""
cssmin,0.4.3,"",BSD*,"",Not approved,"","",http://blog.johanbleuzen.fr,,Yarn,""
cssnano,3.10.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/ben-eb/cssnano,,Yarn,""
csso,2.3.2,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/css/csso,,Yarn,""
cssom,0.3.2,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
cuint,0.2.2,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/pierrec/js-cuint,,Yarn,""
cycle,1.0.3,"",UNKNOWN,"",Not approved,"","",https://github.com/douglascrockford/JSON-js,,Yarn,""
d,1.0.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",http://www.medikoo.com/,,Yarn,""
dashdash,1.14.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",http://trentm.com,,Yarn,""
date-now,0.1.4,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/Colingo/date-now,,Yarn,""
dateformat,2.0.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/felixge/node-dateformat,,Yarn,""
de-indent,1.0.2,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/yyx990803/de-indent#readme,,Yarn,""
debug,0.7.4,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
debug,2.2.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
debug,2.6.8,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
debug,2.6.9,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
debug,3.0.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
decamelize,1.2.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",sindresorhus.com,,Yarn,""
deep-extend,0.4.2,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/unclechu/node-deep-extend,,Yarn,""
deep-is,0.1.3,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",http://thlorenz.com,,Yarn,""
deepmerge,1.5.2,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/KyleAMathews/deepmerge,,Yarn,""
define-properties,1.1.2,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
defined,1.0.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/substack/defined,,Yarn,""
del,2.2.2,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",sindresorhus.com,,Yarn,""
delayed-stream,1.0.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/felixge/node-delayed-stream,,Yarn,""
delegates,1.0.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
depd,1.1.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
des.js,1.0.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/indutny/des.js#readme,,Yarn,""
destroy,1.0.4,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",http://jongleberry.com,,Yarn,""
detect-indent,4.0.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",sindresorhus.com,,Yarn,""
diffie-hellman,5.0.2,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/crypto-browserify/diffie-hellman,,Yarn,""
doctrine,1.5.0,"",Simplified BSD,http://opensource.org/licenses/bsd-license,Not approved,"","",https://github.com/eslint/doctrine,,Yarn,""
doctrine,2.0.0,"",Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Not approved,"","",https://github.com/eslint/doctrine,,Yarn,""
